;Age;Gender;Education Level;Job Title;Years of Experience;Salary_usd;Country;Race;Graduated high-school type;Hours-per-week;Avarege Salary per-year_usd;Employment type 
1465;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;Australia;White;State; 47.5;88.829;FT
1466;37.0;Male;Master's Degree;Senior Software Engineer;9.0;150000.0;Canada;Asian;State; 47.5;72.021;FT
1467;24.0;Female;Bachelor's Degree;Back end Developer;1.0;60000.0;Australia;Australian;Private; 42.5;102.249;FT
1468;27.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;UK;Welsh;State;45;100.561;FT
1469;42.0;Male;PhD;Senior Software Engineer;14.0;170000.0;Australia;White;Other; 42.5;35.538;FT
1470;24.0;Female;Bachelor's Degree;Front end Developer;1.0;55000.0;UK;Welsh;State;45;88.855;FT
1471;28.0;Female;Bachelor's Degree;Front end Developer;3.0;80000.0;Australia;White;State; 42.5;63.43;FT
1472;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;China;White;State; 47.5;66.741;FT
1473;31.0;Male;Master's Degree;Full Stack Engineer;7.0;140000.0;Australia;White;State; 42.5;102.249;FT
1474;43.0;Male;PhD;Software Engineer Manager;13.0;180000.0;Australia;White;Private; 47.5;113.391;FT
1475;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;Canada;White;Private; 47.5;33.046;FT
1476;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;UK;Welsh;Other; 42.5;41.112;FT
1477;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;Canada;White;State; 37.5;88.316;FT
1478;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;Canada;Asian;State;50;58.694;FT
1479;40.0;Male;PhD;Senior Software Engineer;12.0;160000.0;UK;Mixed;State; 42.5;159.55;FT
1480;36.0;Male;Master's Degree;Senior Software Engineer;8.0;140000.0;China;White;Private;55;72.021;FT
1481;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Australia;White;State; 42.5;85.032;FT
1482;27.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;USA;African American;State; 42.5;123.701;FT
1483;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;UK;White;State; 47.5;100.561;FT
1484;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;Canada;Black;Other; 42.5;48.531;FT
1485;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;China;Korean;State; 47.5;114.787;FT
1486;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Black;State; 42.5;102.249;FT
1487;32.0;Male;Master's Degree;Back end Developer;6.0;130000.0;USA;Asian;State;50;67.629;FT
1488;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;China;White;State; 42.5;62.74;FT
1489;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Australia;Asian;Private; Varies significantly;152.61;FT
1490;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;UK;Mixed;State; 42.5;54.339;FT
1491;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;Chinese;Other; 42.5;75.24;FT
1492;31.0;Male;Master's Degree;Senior Project Engineer;7.0;135000.0;Australia;Australian;State; 42.5;94.454;FT
1493;24.0;Male;Bachelor's Degree;Back end Developer;1.0;55000.0;Canada;White;State; 47.5;61.112;FT
1494;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;Australia;Asian;State; 42.5;83.801;FT
1495;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;China;Chinese;State; 42.5;73.046;FT
1496;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;Australia;Australian;State; 47.5;56.691;FT
1497;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;Australia;Australian;State; 42.5;66.556;FT
1498;37.0;Male;Master's Degree;Senior Software Engineer;9.0;150000.0;China;Korean;State; 47.5;102.249;FT
1499;56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;White;State; 42.5;42.445;FT
1500;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;UK;Mixed;State; 52.5;102.249;FT
1501;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;USA;Asian;Other; 42.5;101.559;FT
1502;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;China;Chinese;State; 42.5;135.556;FT
1503;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Australia;Australian;State;50;116.666;FT
1504;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;UK;Mixed;Other; 42.5;102.249;FT
1505;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;Australia;White;State; 42.5;53.796;FT
1506;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;Canada;White;State; 47.5;68.905;PT
1507;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;China;White;Other; 42.5;76.728;CT
1508;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;Canada;Asian;State; 42.5;33.356;FT
1509;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;Canada;Asian;State; 47.5;198.668;FT
1510;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;Chinese;State; 42.5;36.77;FT
1511;37.0;Male;Master's Degree;Senior Software Engineer;9.0;150000.0;UK;Mixed;Other; 42.5;103556;FT
1512;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;China;White;State;55;40.33;FT
1513;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;USA;Asian;State; 42.5;76.978;FT
1514;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;UK;Welsh;State; 47.5;146.66;FT
1515;31.0;Male;Master's Degree;Senior Project Engineer;7.0;135000.0;Australia;Asian;State; 42.5;116.666;FT
1516;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;Canada;White;Private; 42.5;76.728;FT
1517;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;Welsh;Private; 42.5;136.532;FT
1518;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;Australia;Australian;State; 47.5;58.151;FT
1519;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;UK;Welsh;State; 52.5;102.249;FT
1520;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;Canada;Black;State; 42.5;67.629;FT
1521;27.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;Canada;Black;State;45;114.787;FT
1522;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;Canada;Black;State; 42.5;85.032;FT
1523;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;USA;Asian;Other; 42.5;51.079;FT
1524;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Australia;Australian;Other; 47.5;113.391;FT
1525;37.0;Male;Master's Degree;Senior Software Engineer;9.0;150000.0;Canada;White;State; 47.5;116.666;FT
1526;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;UK;Mixed;State; 42.5;80.904;FT
1527;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;China;Korean;State; 47.5;75.311;FT
1528;34.0;Male;Bachelor's Degree;Front end Developer;5.0;95000.0;Canada;White;State; 42.5;87.288;FT
1529;43.0;Female;Master's Degree;Senior Software Engineer;12.0;170000.0;Australia;Asian;State; 42.5;61.112;FT
1530;27.0;Male;Bachelor's Degree;Back end Developer;2.0;75000.0;Australia;Asian;State; 42.5;72.646;FT
1531;56.0;Female;PhD;Software Engineer Manager;18.0;210000.0;China;White;State;50;75.24;FT
1532;32.0;Male;Master's Degree;Full Stack Engineer;7.0;135000.0;USA;White;State; 42.5;140.94;FT
1533;40.0;Male;PhD;Senior Software Engineer;12.0;160000.0;China;White;State; 47.5;39.092;FT
1534;23.0;Male;Bachelor's Degree;Front end Developer;1.0;55000.0;USA;African American;State; 47.5;102.249;FT
1535;46.0;Male;PhD;Senior Project Engineer;16.0;190000.0;UK;White;Other; 47.5;85.363;FT
1536;41.0;Female;PhD;Senior Project Engineer;11.0;165000.0;UK;Asian;State; 42.5;148.425;FT
1537;28.0;Female;Bachelor's Degree;Front end Developer;3.0;80000.0;Canada;Black;State; 47.5;50.494;FT
1538;34.0;Male;Bachelor's Degree;Back end Developer;6.0;120000.0;Australia;Asian;State; 42.5;55.299;FT
1539;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;UK;Mixed;State; 42.5;107.005;FT
1540;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;Canada;Black;State; 42.5;49.349;FT
1541;54.0;Male;PhD;Software Engineer Manager;16.0;190000.0;UK;Mixed;State; 42.5;159.959;FT
1542;36.0;Male;Master's Degree;Senior Software Engineer;8.0;140000.0;Canada;Black;State; Varies significantly;67.691;FT
1543;33.0;Male;Master's Degree;Full Stack Engineer;6.0;130000.0;UK;Welsh;Private; 42.5;111.498;FT
1544;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;Canada;White;State; 42.5;120.644;FT
1545;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;Canada;White;State; 42.5;189.843;FT
1546;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;China;Korean;State; 42.5;62.045;FT
1547;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;USA;Hispanic;State; 47.5;124.927;FT
1548;27.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;USA;African American;Private; 42.5;58.622;FT
1549;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Australia;White;Private; 42.5;136.532;FT
1550;31.0;Male;Master's Degree;Senior Software Engineer;7.0;140000.0;China;White;State; 42.5;63.43;FT
1551;32.0;Male;Master's Degree;Back end Developer;6.0;130000.0;USA;White;Private; 47.5;62.74;FT
1552;38.0;Female;Master's Degree;Back end Developer;10.0;155000.0;UK;Asian;Other; 47.5;100.561;FT
1553;51.0;Male;PhD;Software Engineer Manager;16.0;190000.0;Australia;Asian;Other; 42.5;61.112;FT
1554;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;UK;Mixed;State; 42.5;88.829;FT
1555;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;Canada;Asian;State; 42.5;72.021;FT
1556;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;China;White;State; 42.5;102.249;FT
1557;27.0;Female;Master's Degree;Full Stack Engineer;3.0;100000.0;USA;White;Private; 42.5;100.561;FT
1558;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Australia;Asian;State;50;35.538;FT
1559;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;Australia;Australian;State;30;88.855;FT
1560;31.0;Male;Master's Degree;Senior Project Engineer;7.0;135000.0;Australia;White;Private;32.5;63.43;FT
1561;40.0;Female;PhD;Senior Software Engineer;12.0;160000.0;USA;White;State;55;66.741;FT
1562;24.0;Male;Bachelor's Degree;Front end Developer;1.0;55000.0;Canada;White;State;35.5;102.249;FT
1563;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;USA;White;Other;44;113.391;FT
1564;42.0;Male;PhD;Senior Software Engineer;14.0;170000.0;Canada;Asian;State;48.5;33.046;FT
1565;24.0;Female;Bachelor's Degree;Front end Developer;1.0;55000.0;UK;Welsh;State;23;41.112;FT
1566;28.0;Female;Bachelor's Degree;Front end Developer;3.0;80000.0;USA;African American;Private;38;88.316;FT
1567;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;China;White;State;38.5;58.694;FT
1568;31.0;Male;Master's Degree;Full Stack Engineer;7.0;140000.0;USA;Asian;State;40;159.55;FT
1569;43.0;Male;PhD;Software Engineer Manager;13.0;180000.0;China;White;State;42.5;72.021;FT
1570;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;Australia;Australian;State;50;85.032;FT
1571;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;USA;African American;Private;42.5;123.701;FT
1572;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;UK;Mixed;Private;36;100.561;FT
1573;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;Canada;Asian;State;42.5;48.531;FT
1574;40.0;Male;PhD;Senior Software Engineer;12.0;160000.0;China;Chinese;State;55.5;114.787;FT
1575;36.0;Male;Master's Degree;Senior Software Engineer;8.0;140000.0;UK;Welsh;State;40;102.249;FT
1576;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Asian;State;42.5;67.629;FT
1577;27.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;Australia;Australian;Private; 42.5;62.74;FT
1578;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;USA;African American;State; 42.5;152.61;FT
1579;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;China;White;State; 47.5;54.339;FT
1580;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;China;Chinese;State; 42.5;75.24;FT
1581;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;Asian;State;50;94.454;FT
1582;32.0;Male;Master's Degree;Back end Developer;6.0;130000.0;Australia;Australian;Private; 42.5;61.112;FT
1583;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;UK;Mixed;State; 47.5;83.801;FT
1584;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;UK;Mixed;Private; 47.5;73.046;FT
1585;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;Canada;Black;Private; 42.5;56.691;FT
1586;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Australia;White;State;45;66.556;FT
1587;31.0;Male;Master's Degree;Senior Project Engineer;7.0;135000.0;UK;White;State; 42.5;102.249;FT
1588;24.0;Male;Bachelor's Degree;Back end Developer;1.0;55000.0;Canada;White;State;45;42.445;FT
1589;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;USA;White;Private; 42.5;102.249;FT
1590;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;Canada;Black;State; 47.5;101.559;FT
1591;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;USA;Hispanic;State; 42.5;135.556;FT
1592;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;Canada;Asian;Private; 47.5;116.666;FT
1593;37.0;Male;Master's Degree;Senior Software Engineer;9.0;150000.0;Canada;Asian;Private; 47.5;102.249;FT
1594;56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;Welsh;State; 42.5;53.796;FT
1595;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;USA;Hispanic;State; 37.5;68.905;FT
1596;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Asian;Private;50;76.728;FT
1597;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;USA;Asian;Private; 42.5;33.356;FT
1598;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;China;White;Private;55;198.668;FT
1599;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Black;State; 42.5;36.77;FT
1600;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;Australia;White;Other; 42.5;103556;FT
1601;42.0;Male;PhD;Senior Software Engineer;14.0;170000.0;China;Korean;State; 47.5;40.33;FT
1602;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;China;White;Private; 42.5;76.978;FT
1603;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;Canada;White;State; 47.5;146.66;FT
1604;27.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;Canada;Asian;Private; 42.5;116.666;FT
1605;31.0;Male;Master's Degree;Full Stack Engineer;7.0;140000.0;Canada;Asian;Private;50;76.728;FT
1606;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;Asian;Private; 42.5;136.532;FT
1607;36.0;Male;Master's Degree;Senior Software Engineer;8.0;140000.0;Canada;Black;Private; Varies significantly;58.151;FT
1608;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;USA;African American;State; 42.5;102.249;FT
1609;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;China;Chinese;Other; 42.5;67.629;FT
1610;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;UK;Mixed;State; 42.5;114.787;FT
1611;31.0;Male;Master's Degree;Senior Project Engineer;7.0;135000.0;USA;African American;State; 47.5;85.032;FT
1612;40.0;Female;PhD;Senior Software Engineer;12.0;160000.0;UK;White;State; 42.5;51.079;FT
1613;24.0;Male;Bachelor's Degree;Front end Developer;1.0;55000.0;UK;Welsh;Private; 42.5;113.391;FT
1614;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;China;Chinese;Other; 47.5;116.666;FT
1615;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;USA;White;State; 42.5;80.904;FT
1616;27.0;Female;Master's Degree;Full Stack Engineer;3.0;100000.0;UK;Mixed;State; 47.5;75.311;FT
1617;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;UK;Asian;Other; 42.5;87.288;FT
1618;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;USA;White;State; 52.5;61.112;FT
1619;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;UK;White;State; 42.5;72.646;FT
1620;40.0;Male;PhD;Senior Software Engineer;12.0;160000.0;USA;Hispanic;Private; 42.5;75.24;FT
1621;36.0;Male;Master's Degree;Senior Software Engineer;8.0;140000.0;China;Korean;Private;50;140.94;FT
1622;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;Asian;State; 42.5;39.092;FT
1623;27.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;Australia;Australian;State; 42.5;102.249;FT
1624;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;Canada;Black;State; 47.5;85.363;FT
1625;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;Canada;White;State; 42.5;148.425;FT
1626;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;UK;Welsh;Private; 42.5;50.494;FT
1627;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Black;Other; 47.5;55.299;FT
1628;32.0;Male;Master's Degree;Back end Developer;6.0;130000.0;Canada;Asian;State; 42.5;107.005;FT
1629;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;Canada;White;Private; 42.5;49.349;FT
1630;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Canada;White;State;55;159.959;FT
1631;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;USA;African American;Private; 42.5;67.691;FT
1632;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;White;State; 47.5;111.498;FT
1633;31.0;Male;Master's Degree;Senior Project Engineer;7.0;135000.0;Australia;Asian;State; 42.5;120.644;FT
1634;24.0;Male;Bachelor's Degree;Back end Developer;1.0;55000.0;USA;Hispanic;Private; 42.5;189.843;FT
1635;48.0;Male;PhD;Senior Project Engineer;16.0;190000.0;Canada;Asian;Private; 42.5;62.045;FT
1636;27.0;Female;Master's Degree;Back end Developer;2.0;70000.0;UK;Mixed;State; 47.5;124.927;FT
1637;43.0;Male;PhD;Senior Project Engineer;13.0;185000.0;UK;Mixed;State; 52.5;58.622;FT
1638;44.0;Male;Master's Degree;Senior Project Engineer;11.0;170000.0;USA;African American;State; 42.5;136.532;FT
1639;37.0;Male;Master's Degree;Senior Software Engineer;9.0;150000.0;UK;Asian;State;45;63.43;FT
1640;56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;USA;White;State; 42.5;62.74;FT
1641;28.0;Male;Bachelor's Degree;Front end Developer;2.0;70000.0;Canada;Black;Other; 42.5;100.561;FT
1642;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;USA;African American;State; 47.5;61.112;FT
1643;31.0;Male;Master's Degree;Senior Project Engineer;6.0;125000.0;China;White;State; 47.5;88.829;FT
1644;49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Australia;White;Other; 42.5;72.021;FT
1645;54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;Chinese;State; 47.5;102.249;FT
1646;27.0;Male;Bachelor's Degree;Front end Developer;3.0;80000.0;UK;Welsh;State; 42.5;100.561;FT
1647;42.0;Male;PhD;Senior Software Engineer;14.0;170000.0;China;White;Private; 42.5;35.538;FT
1648;38.0;Male;Master's Degree;Senior Software Engineer;10.0;155000.0;Australia;Asian;State; 42.5;88.855;FT
1649;36.0;Male;Bachelor's Degree;Front end Developer;7.0;120000.0;UK;Asian;State;50;63.43;FT
1650;29.0;Female;Master's Degree;Back end Developer;3.0;90000.0;USA;Asian;State; 42.5;66.741;FT
1651;41.0;Female;PhD;Software Engineer Manager;14.0;180000.0;UK;Asian;Private; 47.5;102.249;FT
1652;33.0;Male;Bachelor's Degree;Full Stack Engineer;7.0;130000.0;UK;Welsh;State; 47.5;113.391;FT
1653;42.0;Male;PhD;Senior Software Engineer;12.0;170000.0;China;Korean;State; 47.5;33.046;FT
1654;28.0;Male;Bachelor's Degree;Back end Developer;2.0;70000.0;UK;Welsh;State; 42.5;41.112;FT
1655;55.0;Male;PhD;Software Engineer Manager;18.0;210000.0;China;White;State; 47.5;88.316;FT
1656;26.0;Female;Master's Degree;Front end Developer;1.0;55000.0;Canada;Asian;Private; 42.5;58.694;FT
1657;47.0;Male;PhD;Senior Project Engineer;16.0;190000.0;UK;Welsh;Private; 42.5;159.55;FT
1658;44.0;Female;PhD;Software Engineer Manager;11.0;165000.0;Canada;Black;Private; 42.5;72.021;FT
1659;30.0;Male;Master's Degree;Full Stack Engineer;5.0;105000.0;China;Korean;State; 42.5;85.032;FT
1660;39.0;Female;Master's Degree;Senior Software Engineer;11.0;160000.0;UK;Welsh;Private;42;123.701;FT
1661;32.0;Male;Bachelor's Degree;Front end Developer;6.0;110000.0;Canada;Black;Private; 42.5;100.561;FT
1662;50.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;Korean;State; 42.5;48.531;FT
